sample13,,sample14,,sample15,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
537.0081177,0.2238226086,537.0081177,0.2227862924,537.0081177,0.220993951,
535.9894409,0.2246988714,535.9894409,0.2236430049,535.9894409,0.2219731808,
535.0083618,0.2254303694,535.0083618,0.2245485634,535.0083618,0.2229103595,
533.9892578,0.2264247239,533.9892578,0.2255102992,533.9892578,0.2239213586,
533.0076904,0.2274999171,533.0076904,0.226582408,533.0076904,0.2249944955,
531.9882202,0.2285383642,531.9882202,0.2275756299,531.9882202,0.2259217352,
531.0061646,0.2294224352,531.0061646,0.2287308276,531.0061646,0.2270960212,
529.986145,0.2309861481,529.986145,0.2303141803,529.986145,0.2285042256,
529.0036621,0.2324025929,529.0036621,0.2317447066,529.0036621,0.2299687564,
527.9832764,0.2338016629,527.9832764,0.2331213802,527.9832764,0.2314049751,
527.0003662,0.2350665033,527.0003662,0.2345357835,527.0003662,0.2327038646,
526.0172729,0.2365102023,526.0172729,0.2359193861,526.0172729,0.2340988368,
524.9961548,0.2380367815,524.9961548,0.2375366241,524.9961548,0.2357346565,
524.0125732,0.2395918667,524.0125732,0.2389526814,524.0125732,0.2373939604,
522.9909668,0.2412250489,522.9909668,0.2409078479,522.9909668,0.2391183525,
522.0070801,0.2429369688,522.0070801,0.2427296937,522.0070801,0.2409809679,
520.9849854,0.2450730652,520.9849854,0.2447318882,520.9849854,0.2431619912,
520.0006104,0.2471411377,520.0006104,0.2467769533,520.0006104,0.2451947331,
519.0159912,0.24928312,519.0159912,0.2488962561,519.0159912,0.2473440915,
517.9932861,0.2518593073,517.9932861,0.2511343658,517.9932861,0.2498306334,
517.0082397,0.2540357709,517.0082397,0.2532027066,517.0082397,0.251737237,
515.9851074,0.2564569116,515.9851074,0.2556925416,515.9851074,0.2543940842,
514.9996338,0.2591429353,514.9996338,0.2583406568,514.9996338,0.2571768463,
514.0139771,0.2617594898,514.0139771,0.2609659135,514.0139771,0.2598094642,
512.9901123,0.2647369206,512.9901123,0.2639385164,512.9901123,0.2626468539,
512.0039673,0.2679898441,512.0039673,0.2669817209,512.0039673,0.2659708261,
511.0176392,0.2711488307,511.0176392,0.2698886991,511.0176392,0.2688805163,
509.9931946,0.2745920122,509.9931946,0.2731255591,509.9931946,0.272231847,
509.0064392,0.2776154578,509.0064392,0.2761645317,509.0064392,0.275075376,
507.9815369,0.2805864215,507.9815369,0.2790774405,507.9815369,0.278221786,
506.9943542,0.2837831676,506.9943542,0.2820106745,506.9943542,0.2812191546,
506.007019,0.2865729928,506.007019,0.2847619653,506.007019,0.2840963304,
504.9814148,0.2892297208,504.9814148,0.2874950767,504.9814148,0.286619395,
503.9936523,0.2916146219,503.9936523,0.2898064852,503.9936523,0.2892527282,
503.0055847,0.2940948009,503.0055847,0.292181462,503.0055847,0.2914084792,
502.0173645,0.296489954,502.0173645,0.2946581244,502.0173645,0.2937034667,
500.9910278,0.2992309332,500.9910278,0.2973093987,500.9910278,0.2963920236,
500.0023499,0.3013584316,500.0023499,0.2995722592,500.0023499,0.2987623513,
499.0135498,0.3038639724,499.0135498,0.3020183444,499.0135498,0.300837487,
497.9864807,0.3058857024,497.9864807,0.3041625321,497.9864807,0.3032022417,
496.9972534,0.3083087504,496.9972534,0.3064340353,496.9972534,0.305298835,
496.0078125,0.3108564913,496.0078125,0.3089315295,496.0078125,0.3077712357,
495.018219,0.3133453429,495.018219,0.3115698397,495.018219,0.310192883,
493.9902039,0.3159822524,493.9902039,0.3140796423,493.9902039,0.3126277328,
493.0001526,0.3183102608,493.0001526,0.3164260387,493.0001526,0.3150208592,
492.0098572,0.3208137155,492.0098572,0.3188225627,492.0098572,0.3172504902,
490.9813843,0.3234840631,490.9813843,0.321521163,490.9813843,0.3197442889,
489.9907227,0.3262529373,489.9907227,0.324295789,489.9907227,0.3224766254,
488.9998474,0.3290551305,488.9998474,0.3271026313,488.9998474,0.3252097964,
488.0087585,0.3315187693,488.0087585,0.3294693828,488.0087585,0.3276032209,
487.0175476,0.3339476883,487.0175476,0.3320367336,487.0175476,0.3300675452,
485.9879456,0.3370545208,485.9879456,0.3350052238,485.9879456,0.3330808282,
484.9963074,0.3399811685,484.9963074,0.3378695548,484.9963074,0.3359707296,
484.0044556,0.3426131904,484.0044556,0.3405308127,484.0044556,0.3385042846,
483.0123596,0.3454194963,483.0123596,0.3433859944,483.0123596,0.3411161005,
481.9819946,0.3480154872,481.9819946,0.3460868001,481.9819946,0.3439603448,
480.989502,0.3508859873,480.989502,0.3491098583,480.989502,0.3469603658,
479.9967957,0.353805244,479.9967957,0.3519629836,479.9967957,0.3497874439,
479.0039368,0.3565520942,479.0039368,0.3548762202,479.0039368,0.352809459,
478.0109558,0.3592788577,478.0109558,0.3576139212,478.0109558,0.3554145694,
477.0176697,0.3616940379,477.0176697,0.360106796,477.0176697,0.3580343723,
